"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1711","022220","정산애강",2205,-50,-2.22,222,9.93,1603,1.38,0,0
"1712","040420","정상제이엘에스",6500,0,0,514,12.65,4080,1.59,430,6.62
"1713","045510","정원엔시스",2060,120,6.19,25,82.4,1200,1.72,0,0
"1714","065620","제낙스",15950,0,0,NA,NA,330,48.33,0,0
"1715","217190","제너셈",5500,50,0.92,368,14.95,2381,2.31,50,0.91
"1716","095700","제넥신",96500,4100,4.44,NA,NA,12496,7.72,0,0
"1717","072520","제넨바이오",1630,15,0.93,NA,NA,215,7.58,0,0
"1718","122310","제노레이",10250,50,0.49,996,10.29,4096,2.5,400,3.9
"1719","361390","제노코",52300,-700,-1.32,1579,33.12,904,57.85,0,0
"1720","187420","제노포커스",8000,110,1.39,NA,NA,2358,3.39,0,0
"1721","225220","제놀루션 [락]",15650,400,2.62,NA,NA,341,45.89,0,0
"1722","123330","제닉",5710,120,2.15,NA,NA,3877,1.47,0,0
"1723","159580","제로투세븐",11900,50,0.42,473,25.16,3635,3.27,0,0
"1724","147830","제룡산업",8100,-350,-4.14,255,31.76,5685,1.42,100,1.23
"1725","033100","제룡전기",6710,-470,-6.55,348,19.28,3490,1.92,50,0.75
"1726","079370","제우스",28600,-350,-1.21,1359,21.04,21560,1.33,200,0.7
"1727","054950","제이브이엠",18900,0,0,520,36.35,10229,1.85,400,2.12
"1728","090470","제이스텍",7730,140,1.84,108,71.57,8904,0.87,50,0.65
"1729","287410","제이시스메디칼",4690,-145,-3,NA,NA,NA,NA,0,0
"1730","137950","제이씨케미칼",6660,130,1.99,548,12.15,4222,1.58,60,0.9
"1731","033320","제이씨현시스템",8830,-310,-3.39,37,238.65,4463,1.98,0,0
"1732","204270","제이앤티씨",10000,-50,-0.5,1691,5.91,5638,1.77,0,0
"1733","194370","제이에스코퍼레이션",17650,-550,-3.02,646,27.32,11755,1.5,500,2.83
"1734","026040","제이에스티나",2510,30,1.21,NA,NA,2745,0.91,0,0
"1735","126880","제이엔케이히터",7420,30,0.41,357,20.78,4014,1.85,0,0
"1736","322510","제이엘케이",8760,160,1.86,NA,NA,2432,3.6,0,0
"1737","033050","제이엠아이",1265,-95,-6.99,NA,NA,1090,1.16,0,0
"1738","094970","제이엠티",3870,-15,-0.39,57,67.89,3300,1.17,50,1.29
"1739","058420","제이웨이",2160,0,0,NA,NA,4054,0.53,0,0
"1740","025620","제이준코스메틱",1675,-5,-0.3,NA,NA,1906,0.88,0,0
"1741","036420","제이콘텐트리",48700,-550,-1.12,79,616.46,22129,2.2,0,0
"1742","089790","제이티",8100,140,1.76,380,21.32,2588,3.13,0,0
"1743","030000","제일기획",21900,400,1.86,1363,16.07,8229,2.66,820,3.74
"1744","052670","제일바이오",3660,30,0.83,78,46.92,1087,3.37,0,0
"1745","271980","제일약품",40200,1650,4.28,NA,NA,11564,3.48,70,0.17
"1746","001560","제일연마",7890,-210,-2.59,853,9.25,8396,0.94,220,2.79
"1747","199820","제일전기공업",21100,100,0.48,1472,14.33,6617,3.19,125,0.59
"1748","023440","제일제강",3895,60,1.56,NA,NA,2070,1.88,0,0
"1749","038010","제일테크노스",9690,-410,-4.06,492,19.7,8454,1.15,90,0.93
"1750","002620","제일파마홀딩스",18900,550,3,NA,NA,24634,0.77,70,0.37
"1751","080220","제주반도체",6310,-90,-1.41,NA,NA,2430,2.6,0,0
"1752","006220","제주은행",7220,-120,-1.63,796,9.07,15491,0.47,100,1.39
"1753","089590","제주항공",22900,-400,-1.72,NA,NA,11248,2.04,0,0
"1754","216080","제테마",23250,2800,13.69,NA,NA,2019,11.52,0,0
"1755","229000","젠큐릭스",19950,750,3.91,NA,NA,29,687.93,0,0
"1756","082270","젬백스",24050,-50,-0.21,NA,NA,2467,9.75,0,0
"1757","064800","젬백스링크",1560,25,1.63,54,28.89,1839,0.85,10,0.64
"1758","041590","젬백스지오",936,32,3.54,NA,NA,1169,0.8,0,0
"1759","044060","조광ILI",9250,140,1.54,359,25.77,5739,1.61,0,0
"1760","004910","조광페인트",7500,0,0,NA,NA,13495,0.56,200,2.67
"1761","004700","조광피혁",55300,-1100,-1.95,4076,13.57,41361,1.34,0,0
"1762","001550","조비",20900,0,0,NA,NA,9237,2.26,0,0
"1763","000480","조선내화",85000,1800,2.16,7493,11.34,147942,0.57,4000,4.71
"1764","120030","조선선재",139000,3500,2.58,11834,11.75,87844,1.58,1500,1.08
"1765","034940","조아제약",4360,135,3.2,NA,NA,1874,2.33,0,0
"1766","101730","조이맥스",5820,100,1.75,NA,NA,798,7.29,0,0
"1767","067000","조이시티",9580,280,3.01,NA,NA,758,12.64,0,0
"1768","018470","조일알미늄",676,21,3.21,NA,NA,1617,0.42,0,0
"1769","002600","조흥",189500,-500,-0.26,13076,14.49,215770,0.88,6000,3.17
"1770","185750","종근당",140000,2500,1.82,4751,29.47,41506,3.37,900,0.64
"1771","063160","종근당바이오",56000,1300,2.38,2280,24.56,28890,1.94,200,0.36
"1772","001630","종근당홀딩스",104000,2000,1.96,8988,11.57,93600,1.11,1300,1.25
"1773","033340","좋은사람들",1055,0,0,NA,NA,2156,0.49,0,0
"1774","036930","주성엔지니어링",11350,-100,-0.87,534,21.25,5033,2.26,70,0.62
"1775","044380","주연테크",1105,-35,-3.07,NA,NA,731,1.51,0,0
"1776","239340","줌인터넷",5610,140,2.56,NA,NA,980,5.72,0,0
"1777","072020","중앙백신",18500,-150,-0.8,186,99.46,8671,2.13,50,0.27
"1778","000440","중앙에너비스",10000,-850,-7.83,132,75.76,7246,1.38,160,1.6
"1779","228760","지노믹트리",13400,150,1.13,NA,NA,5450,2.46,0,0
"1780","314130","지놈앤컴퍼니",52600,-1200,-2.23,NA,NA,NA,NA,0,0
"1781","013890","지누스",81700,1800,2.25,5473,14.93,24027,3.4,1250,1.53
"1782","043610","지니뮤직",7010,10,0.14,126,55.63,2627,2.67,0,0
"1783","263860","지니언스",7800,80,1.04,343,22.74,3585,2.18,0,0
"1784","303030","지니틱스",4040,235,6.18,15,269.33,844,4.79,0,0
"1785","036180","지더블유바이텍",1205,0,0,NA,NA,1342,0.9,0,0
"1786","208350","지란지교시큐리티",7370,-140,-1.86,318,23.18,5177,1.42,0,0
"1787","114570","지스마트글로벌",620,0,0,NA,NA,4180,0.15,0,0
"1788","051160","지어소프트",24300,1400,6.11,NA,NA,572,42.48,0,0
"1789","053050","지에스이",1710,-30,-1.72,155,11.03,2305,0.74,40,2.34
"1790","119850","지엔씨에너지",5800,90,1.58,422,13.74,4944,1.17,50,0.86
"1791","270520","지엔원에너지",4010,170,4.43,14,286.43,1869,2.15,0,0
"1792","065060","지엔코",957,-7,-0.73,NA,NA,932,1.03,0,0
"1793","204840","지엘팜텍",1440,125,9.51,NA,NA,62,23.23,0,0
"1794","013870","지엠비코리아",7630,40,0.53,143,53.36,11858,0.64,30,0.39
"1795","071320","지역난방공사",39100,450,1.16,NA,NA,132086,0.3,0,0
"1796","111820","지와이커머스",2470,0,0,NA,NA,18,137.22,0,0
"1797","010580","지코",306,0,0,NA,NA,314,0.97,0,0
"1798","035000","지투알",6040,20,0.33,941,6.42,8625,0.7,300,4.97
"1799","115450","지트리비앤티",12700,-50,-0.39,NA,NA,2556,4.97,0,0
"1800","219750","지티지웰니스",6020,100,1.69,NA,NA,1181,5.1,0,0
"1801","088790","진도",6240,20,0.32,NA,NA,8030,0.78,100,1.6
"1802","018120","진로발효",31350,-200,-0.63,1961,15.99,11835,2.65,1350,4.31
"1803","109820","진매트릭스",14100,3250,29.95,NA,NA,826,17.07,0,0
"1804","086060","진바이오텍",6810,340,5.26,98,69.49,5450,1.25,30,0.44
"1805","036890","진성티이씨",16100,0,0,1102,14.61,6213,2.59,200,1.24
"1806","003780","진양산업",6350,-2070,-24.58,525,12.1,3159,2.01,200,3.15
"1807","007370","진양제약",6180,60,0.98,147,42.04,3639,1.7,100,1.62
"1808","010640","진양폴리",3830,-785,-17.01,755,5.07,2658,1.44,100,2.61
"1809","100250","진양홀딩스",2910,-125,-4.12,276,10.54,5507,0.53,170,5.84
"1810","051630","진양화학",4990,-1310,-20.79,NA,NA,2221,2.25,0,0
"1811","272450","진에어",19300,-50,-0.26,NA,NA,5750,3.36,0,0
"1812","011000","진원생명과학",13800,1500,12.2,NA,NA,898,15.37,0,0
"1813","002780","진흥기업",2995,-265,-8.13,140,21.39,664,4.51,0,0
"1814","002787","진흥기업2우B",12700,-250,-1.93,NA,NA,NA,NA,0,0
"1815","002785","진흥기업우B",6350,-450,-6.62,NA,NA,NA,NA,0,0
"1816","085660","차바이오텍",19450,200,1.04,884,22,7187,2.71,0,0
"1817","009310","참엔지니어링",1565,5,0.32,NA,NA,1002,1.56,0,0
"1818","094850","참좋은여행",10500,-200,-1.87,1714,6.13,6907,1.52,170,1.62
"1819","004650","창해에탄올",13650,100,0.74,2729,5,13530,1.01,600,4.4
"1820","311690","천랩",33300,-300,-0.89,NA,NA,8101,4.11,0,0
"1821","278280","천보",168000,900,0.54,2348,71.55,21034,7.99,300,0.18
"1822","000650","천일고속",67500,-600,-0.88,506,133.4,35686,1.89,5000,7.41
"1823","096240","청담러닝",25500,150,0.59,1176,21.68,8569,2.98,1000,3.92
"1824","013720","청보산업",14300,-450,-3.05,38,376.32,2688,5.32,0,0
"1825","066360","체리부로",2150,0,0,NA,NA,3225,0.67,0,0
"1826","033250","체시스",1630,0,0,NA,NA,954,1.71,0,0
"1827","047820","초록뱀미디어",2450,45,1.87,99,24.75,874,2.8,0,0
"1828","094360","칩스앤미디어",15650,-100,-0.63,469,33.37,3331,4.7,152,0.97
"1829","016920","카스",2750,320,13.17,140,19.64,1893,1.45,10,0.36
"1830","284620","카이노스메드",3955,-45,-1.13,NA,NA,NA,NA,0,0
"1831","035720","카카오",548000,6000,1.11,NA,NA,60603,9.04,127,0.02
"1832","293490","카카오게임즈",54600,200,0.37,197,277.16,7443,7.34,0,0
"1833","042000","카페24",34100,500,1.49,356,95.79,6203,5.5,0,0
"1834","006380","카프로",3800,15,0.4,NA,NA,4613,0.82,0,0
"1835","317530","캐리소프트",7940,390,5.17,NA,NA,2625,3.02,0,0
"1836","071850","캐스텍코리아",3620,-25,-0.69,NA,NA,7346,0.49,0,0
"1837","180400","캔서롭",7740,0,0,NA,NA,1066,7.26,0,0
"1838","050110","캠시스",2655,50,1.92,31,85.65,1566,1.7,0,0
"1839","109070","컨버즈",4100,0,0,NA,NA,1010,4.06,0,0
"1840","078340","컴투스",173200,5900,3.53,9160,18.91,71478,2.42,1400,0.81
"1841","307930","컴퍼니케이",12450,-700,-5.32,604,20.61,3280,3.8,160,1.29
"1842","263700","케어랩스",10000,-200,-1.96,47,212.77,4905,2.04,0,0
"1843","214370","케어젠",66200,400,0.61,2814,23.53,20200,3.28,2800,4.23
"1844","221980","케이디켐",15700,0,0,1917,8.19,19151,0.82,500,3.18
"1845","043290","케이맥",3930,-45,-1.13,NA,NA,1236,3.18,0,0
"1846","317030","케이비17호스팩",2085,-10,-0.48,NA,NA,NA,NA,0,0
"1847","001620","케이비아이동국실업",886,-22,-2.42,NA,NA,2665,0.33,0,0
"1848","323940","케이비제18호스팩",2080,5,0.24,NA,NA,NA,NA,0,0
"1849","330990","케이비제19호스팩",2100,10,0.48,NA,NA,NA,NA,0,0
"1850","342550","케이비제20호스팩",2065,20,0.98,NA,NA,NA,NA,0,0
"1851","192250","케이사인",2080,-45,-2.12,56,37.14,841,2.47,0,0
"1852","029460","케이씨",28850,900,3.22,4054,7.12,33184,0.87,250,0.87
"1853","344820","케이씨씨글라스",53600,2300,4.48,NA,NA,NA,NA,0,0
"1854","115500","케이씨에스",8560,-440,-4.89,236,36.27,1724,4.97,220,2.57
"1855","281820","케이씨텍",30900,1100,3.69,1859,16.62,14541,2.13,200,0.65
"1856","089150","케이씨티",8870,-680,-7.12,50,177.4,2151,4.12,60,0.68
"1857","025880","케이씨피드",4840,0,0,NA,NA,3124,1.55,15,0.31
"1858","093320","케이아이엔엑스",73600,200,0.27,3291,22.36,16719,4.4,500,0.68
"1859","073010","케이에스피",1975,-15,-0.75,46,42.93,629,3.14,0,0
"1860","105330","케이엔더블유",7040,-120,-1.68,NA,NA,4847,1.45,0,0
"1861","272110","케이엔제이",12350,-200,-1.59,863,14.31,4267,2.89,0,0
"1862","039420","케이엘넷",3565,-25,-0.7,166,21.48,1501,2.38,60,1.68
"1863","083550","케이엠",11650,50,0.43,666,17.49,7816,1.49,50,0.43
"1864","032500","케이엠더블유",61400,300,0.49,2654,23.13,5444,11.28,0,0
"1865","225430","케이엠제약",2660,0,0,NA,NA,1077,2.47,0,0
"1866","064820","케이프",5260,0,0,260,20.23,5801,0.91,0,0
"1867","347140","케이프이에스제4호",2080,20,0.97,NA,NA,NA,NA,0,0
"1868","256940","케이피에스",14600,-400,-2.67,NA,NA,2357,6.19,0,0
"1869","024880","케이피에프",4490,-55,-1.21,480,9.35,9274,0.48,160,3.56
"1870","042040","케이피엠테크",2835,-35,-1.22,NA,NA,1132,2.5,0,0
"1871","054410","케이피티유",13200,-1000,-7.04,NA,NA,6500,2.03,0,0
"1872","274090","켄코아에어로스페이스",13700,0,0,NA,NA,3679,3.72,0,0
"1873","217600","켐온",3130,40,1.29,32,97.81,581,5.39,0,0
"1874","089010","켐트로닉스",28000,-100,-0.36,1235,22.67,6618,4.23,300,1.07
"1875","220260","켐트로스",6510,40,0.62,11,591.82,1692,3.85,0,0
"1876","052400","코나아이",39200,300,0.77,NA,NA,5557,7.05,0,0
"1877","033110","코너스톤네트웍스",204,0,0,NA,NA,288,0.71,0,0
"1878","046070","코다코",1270,5,0.4,NA,NA,752,1.69,0,0
"1879","047770","코데즈컴바인",2535,30,1.2,181,14.01,1099,2.31,0,0
"1880","078940","코드네이처",2100,15,0.72,NA,NA,695,3.02,0,0
"1881","080530","코디",2080,25,1.22,NA,NA,1852,1.12,0,0
"1882","224060","코디엠",246,15,6.49,41,6,448,0.55,0,0
"1883","078650","코렌",1040,-65,-5.88,NA,NA,1030,1.01,0,0
"1884","104540","코렌텍",19450,850,4.57,246,79.07,2671,7.28,0,0
"1885","027050","코리아나",4730,-30,-0.63,19,248.95,1953,2.42,0,0
"1886","290510","코리아센터",8860,370,4.36,101,87.72,2528,3.5,0,0
"1887","007815","코리아써우",5960,40,0.68,NA,NA,NA,NA,0,0
"1888","007810","코리아써키트",12600,-50,-0.4,25,504,12169,1.04,0,0
"1889","00781K","코리아써키트2우B",6510,0,0,NA,NA,NA,NA,0,0
"1890","190650","코리아에셋투자증권",10700,-300,-2.73,1207,8.86,10902,0.98,300,2.8
"1891","101670","코리아에스이",1345,45,3.46,NA,NA,1600,0.84,0,0
"1892","123410","코리아에프티",3330,20,0.6,206,16.17,4293,0.78,60,1.8
"1893","003690","코리안리",8480,30,0.36,1550,5.47,20404,0.42,500,5.9
"1894","036690","코맥스",6350,40,0.63,255,24.9,4539,1.4,50,0.79
"1895","049430","코메론",10800,350,3.35,1660,6.51,15526,0.7,200,1.85
"1896","183300","코미코",66800,100,0.15,2515,26.56,13185,5.07,400,0.6
"1897","041960","코미팜",10750,200,1.9,NA,NA,1146,9.38,0,0
"1898","089890","코세스",9050,-210,-2.27,383,23.63,1608,5.63,0,0
"1899","009730","코센",905,0,0,NA,NA,230,3.93,0,0
"1900","082660","코스나인",1575,125,8.62,NA,NA,629,2.5,0,0
"1901","192820","코스맥스",120500,0,0,3168,38.04,34178,3.53,900,0.75
"1902","044820","코스맥스비티아이",16050,100,0.63,42,382.14,30613,0.52,250,1.56
"1903","222040","코스맥스엔비티",7930,10,0.13,NA,NA,3413,2.32,0,0
"1904","241710","코스메카코리아",16550,-400,-2.36,456,36.29,11958,1.38,0,0
"1905","005070","코스모신소재",20850,250,1.21,NA,NA,5026,4.15,0,0
"1906","005420","코스모화학",11350,0,0,NA,NA,5351,2.12,0,0
"1907","069110","코스온",2630,0,0,NA,NA,4765,0.55,0,0
"1908","071950","코아스",1190,5,0.42,70,17,811,1.47,0,0
"1909","166480","코아스템",16600,-300,-1.78,NA,NA,3671,4.52,0,0
"1910","045970","코아시아",11700,50,0.43,303,38.61,4597,2.55,60,0.51
"1911","196450","코아시아옵틱스",2055,0,0,230,8.93,2780,0.74,0,0
"1912","029960","코엔텍",9140,170,1.9,485,18.85,3056,2.99,540,5.91
"1913","002020","코오롱",29850,200,0.67,NA,NA,43841,0.68,500,1.68
"1914","003070","코오롱글로벌",21800,950,4.56,1922,11.34,18259,1.19,350,1.61
"1915","003075","코오롱글로벌우",28250,-50,-0.18,NA,NA,NA,NA,400,1.42
"1916","144620","코오롱머티리얼",3140,-10,-0.32,NA,NA,1028,3.05,0,0
"1917","102940","코오롱생명과학",24250,650,2.75,NA,NA,8852,2.74,0,0
"1918","002025","코오롱우",19300,-1800,-8.53,NA,NA,NA,NA,550,2.85
"1919","120110","코오롱인더",62300,0,0,1087,57.31,67767,0.92,900,1.44
"1920","120115","코오롱인더우",28250,100,0.36,NA,NA,NA,NA,950,3.36
"1921","138490","코오롱플라스틱",6170,20,0.33,143,43.15,5200,1.19,70,1.13
"1922","021240","코웨이",65300,-500,-0.76,4611,14.16,14611,4.47,2400,3.68
"1923","033290","코웰패션",6410,30,0.47,584,10.98,2695,2.38,100,1.56
"1924","056360","코위버",9240,-40,-0.43,2208,4.18,12111,0.76,200,2.16
"1925","282880","코윈테크",24600,-400,-1.6,2118,11.61,10940,2.25,470,1.91
"1926","121850","코이즈",6270,20,0.32,NA,NA,1245,5.04,0,0
"1927","015710","코콤",7590,260,3.55,495,15.33,6725,1.13,160,2.11
"1928","052330","코텍",10450,50,0.48,2069,5.05,20412,0.51,400,3.83
"1929","322780","코퍼스코리아",3325,5,0.15,NA,NA,NA,NA,0,0
"1930","126600","코프라",6170,-10,-0.16,424,14.55,5167,1.19,70,1.13
"1931","200130","콜마비앤에이치",53200,300,0.57,1844,28.85,8544,6.23,250,0.47
"1932","031820","콤텍시스템",1530,-35,-2.24,20,76.5,1398,1.09,0,0
"1933","192400","쿠쿠홀딩스",129500,500,0.39,12779,10.13,94719,1.37,3000,2.32
"1934","284740","쿠쿠홈시스",42000,-300,-0.71,2892,14.52,19326,2.17,560,1.33
"1935","317690","퀀타매트릭스",17500,0,0,NA,NA,2372,7.38,0,0
"1936","060280","큐렉소",10350,570,5.83,NA,NA,1318,7.85,0,0
"1937","015590","큐로",663,-10,-1.49,17,39,451,1.47,0,0
"1938","040350","큐로컴",1305,25,1.95,NA,NA,430,3.03,0,0
"1939","051780","큐로홀딩스",542,0,0,NA,NA,276,1.96,0,0
"1940","115180","큐리언트",30900,200,0.65,NA,NA,1786,17.3,0,0
"1941","043090","큐브앤컴퍼니",2080,-45,-2.12,NA,NA,731,2.85,0,0
"1942","182360","큐브엔터",3800,-70,-1.81,37,102.7,663,5.73,0,0
"1943","066310","큐에스아이",16400,-150,-0.91,137,119.71,6583,2.49,50,0.3
"1944","016600","큐캐피탈",700,-25,-3.45,37,18.92,798,0.88,0,0
"1945","264900","크라운제과",15600,1900,13.87,1425,10.95,10682,1.46,250,1.6
"1946","26490K","크라운제과우",16250,950,6.21,NA,NA,NA,NA,252,1.55
"1947","005740","크라운해태홀딩스",11050,-1150,-9.43,NA,NA,17087,0.65,100,0.9
"1948","005745","크라운해태홀딩스우",15750,-2550,-13.93,NA,NA,NA,NA,105,0.67
"1949","043590","크로바하이텍",2485,0,0,NA,NA,1147,2.17,0,0
"1950","114120","크루셜텍",1240,-10,-0.8,NA,NA,3562,0.35,0,0
"1951","110790","크리스에프앤씨",29750,-250,-0.83,2140,13.9,18523,1.61,400,1.34
"1952","083790","크리스탈지노믹스",9230,-30,-0.32,NA,NA,2359,3.91,0,0
"1953","045520","크린앤사이언스",26700,450,1.71,1314,20.32,6496,4.11,300,1.12
"1954","036170","클라우드에어",1435,15,1.06,NA,NA,2258,0.64,0,0
"1955","214150","클래시스",14150,-300,-2.08,534,26.5,1366,10.36,46,0.33
"1956","352770","클리노믹스",12750,250,2,NA,NA,452,28.21,0,0
"1957","237880","클리오",20400,200,0.99,177,115.25,8563,2.38,220,1.08
"1958","139670","키네마스터",54900,2200,4.17,5,10980,927,59.22,0,0
"1959","020120","키다리스튜디오",13150,-450,-3.31,139,94.6,1213,10.84,0,0
"1960","311270","키움제5호스팩",2150,0,0,NA,NA,NA,NA,0,0
"1961","039490","키움증권",137000,-1500,-1.08,14017,9.77,87976,1.56,2000,1.46
"1962","012170","키위미디어그룹",1105,0,0,NA,NA,NA,NA,0,0
"1963","054780","키이스트",16500,-150,-0.9,NA,NA,2555,6.46,0,0
"1964","219130","타이거일렉",13050,200,1.56,255,51.18,6915,1.89,0,0
"1965","065130","탑엔지니어링",9270,-190,-2.01,2469,3.75,13291,0.7,100,1.08
"1966","014580","태경비케이",4680,80,1.74,148,31.62,4846,0.97,100,2.14
"1967","015890","태경산업",7320,-80,-1.08,1023,7.16,8089,0.9,370,5.05
"1968","006890","태경케미컬",13850,750,5.73,858,16.14,10215,1.36,150,1.08
"1969","023160","태광",9580,660,7.4,418,22.92,16280,0.59,100,1.04
"1970","003240","태광산업",984000,2000,0.2,161659,6.09,2855185,0.34,1550,0.16
"1971","011280","태림포장",5280,50,0.96,270,19.56,4325,1.22,290,5.49
"1972","053620","태양",11700,150,1.3,925,12.65,18435,0.63,150,1.28
"1973","004100","태양금속",1605,-40,-2.43,NA,NA,1773,0.91,5,0.31
"1974","004105","태양금속우",3100,30,0.98,NA,NA,NA,NA,10,0.32
"1975","009410","태영건설",12400,300,2.48,1326,9.35,14630,0.85,150,1.21
"1976","009415","태영건설우",15150,950,6.69,NA,NA,NA,NA,155,1.02
"1977","044490","태웅",12500,0,0,NA,NA,28401,0.44,0,0
"1978","124560","태웅로직스",7150,-220,-2.99,664,10.77,2337,3.06,50,0.7
"1979","001420","태원물산",4455,-75,-1.66,73,61.03,4237,1.05,85,1.91
"1980","007980","태평양물산",2310,160,7.44,241,9.59,3458,0.67,30,1.3
"1981","191420","테고사이언스",26050,200,0.77,106,245.75,5914,4.4,0,0
"1982","073640","테라사이언스",2330,0,0,NA,NA,479,4.86,0,0
"1983","182690","테라셈",1440,0,0,NA,NA,548,2.63,0,0
"1984","066700","테라젠이텍스",8570,10,0.12,1432,5.98,4378,1.96,0,0
"1985","095610","테스",34100,-300,-0.87,508,67.13,10872,3.14,300,0.88
"1986","131970","테스나",49500,-400,-0.8,1363,36.32,10259,4.83,200,0.4
"1987","055490","테이팩스",53800,-800,-1.47,1617,33.27,21349,2.52,0,0
"1988","089030","테크윙",22750,-200,-0.87,584,38.96,9076,2.51,230,1.01
"1989","054450","텔레칩스",15900,-150,-0.93,663,23.98,7624,2.09,120,0.75
"1990","091440","텔레필드",4150,145,3.62,572,7.26,2971,1.4,0,0
"1991","078000","텔코웨어",11650,-50,-0.43,761,15.31,11450,1.02,550,4.72
"1992","200230","텔콘RF제약",5010,25,0.5,NA,NA,1337,3.75,0,0
"1993","214420","토니모리",7690,70,0.92,NA,NA,5600,1.37,0,0
"1994","215480","토박스코리아",1470,5,0.34,4,367.5,555,2.65,0,0
"1995","051360","토비스",8030,-80,-0.99,1420,5.65,11606,0.69,240,2.99
"1996","045340","토탈소프트",24500,3500,16.67,301,81.4,1313,18.66,0,0
"1997","108230","톱텍",12550,200,1.62,105,119.52,9079,1.38,100,0.8
"1998","079970","투비소프트",2345,90,3.99,NA,NA,1778,1.32,0,0
"1999","105550","트루윈",5450,60,1.11,NA,NA,2075,2.63,0,0
"2000","026150","특수건설",9100,-260,-2.78,52,175,5689,1.6,0,0
"2001","322180","티라유텍",16850,350,2.12,646,26.08,5233,3.22,0,0
"2002","117730","티로보틱스",9810,50,0.51,NA,NA,2666,3.68,0,0
"2003","033830","티비씨",1805,-90,-4.75,59,30.59,1107,1.63,16,0.89
"2004","057680","티사이언티픽",3830,-200,-4.96,54,70.93,890,4.3,0,0
"2005","064760","티씨케이",186500,-3300,-1.74,4011,46.5,18883,9.88,900,0.48
"2006","246710","티앤알바이오팹",45600,50,0.11,NA,NA,2966,15.37,0,0
"2007","340570","티앤엘",65600,-1100,-1.65,2277,28.81,10385,6.32,400,0.61
"2008","277880","티에스아이",10850,250,2.36,NA,NA,1566,6.93,0,0
"2009","131290","티에스이",61800,-1200,-1.9,1583,39.04,14862,4.16,200,0.32
"2010","019180","티에이치엔",3345,45,1.36,959,3.49,3503,0.95,60,1.79
"2011","356860","티엘비",43700,200,0.46,2272,19.23,6680,6.54,70,0.16
"2012","062860","티엘아이",12000,700,6.19,180,66.67,7219,1.66,100,0.83
"2013","363280","티와이홀딩스",26550,950,3.71,NA,NA,NA,NA,0,0
"2014","36328K","티와이홀딩스우",24000,900,3.9,NA,NA,NA,NA,0,0
"2015","321550","티움바이오",19600,1150,6.23,NA,NA,3943,4.97,0,0
"2016","091810","티웨이항공",2725,-20,-0.73,NA,NA,2357,1.16,0,0
"2017","004870","티웨이홀딩스",1325,-25,-1.85,NA,NA,2103,0.63,0,0
"2018","104480","티케이케미칼",4110,-30,-0.72,110,37.36,2989,1.38,0,0
"2019","081150","티플랙스",3680,-175,-4.54,91,40.44,4040,0.91,20,0.54
"2020","130740","티피씨글로벌",6150,370,6.4,NA,NA,5671,1.08,20,0.33
"2021","084730","팅크웨어",17050,100,0.59,430,39.65,14259,1.2,0,0
"2022","046210","파나진",4500,-80,-1.75,109,41.28,629,7.15,0,0
"2023","034230","파라다이스",17050,0,0,177,96.33,13924,1.22,100,0.59
"2024","033540","파라텍",8800,-40,-0.45,NA,NA,3139,2.8,0,0
"2025","043200","파루",1340,5,0.37,13,103.08,1267,1.06,0,0
"2026","214450","파마리서치프로덕트",67800,-1100,-1.6,1766,38.39,21024,3.22,300,0.44
"2027","208340","파멥신",18700,150,0.81,NA,NA,4904,3.81,0,0
"2028","005690","파미셀",15400,700,4.76,73,210.96,859,17.93,0,0
"2029","177830","파버나인",5980,40,0.67,NA,NA,4104,1.46,0,0
"2030","037070","파세코",23000,200,0.88,618,37.22,5415,4.25,250,1.09
"2031","150900","파수",8390,-30,-0.36,NA,NA,1735,4.84,0,0
"2032","037030","파워넷",6150,-50,-0.81,451,13.64,4422,1.39,0,0
"2033","047310","파워로직스",7960,-720,-8.29,1611,4.94,6981,1.14,50,0.63
"2034","170790","파이오링크",13350,100,0.75,868,15.38,5640,2.37,100,0.75
"2035","049120","파인디앤씨",1845,15,0.82,NA,NA,1718,1.07,25,1.36
"2036","038950","파인디지털",7140,-110,-1.52,NA,NA,8435,0.85,50,0.7
"2037","106240","파인테크닉스",6350,-130,-2.01,8,793.75,1327,4.79,0,0
"2038","131760","파인텍",1440,55,3.97,3,480,1459,0.99,0,0
"2039","065690","파커스",3055,25,0.83,NA,NA,5914,0.52,150,4.91
"2040","140860","파크시스템스",137400,-2900,-2.07,1277,107.6,6656,20.64,120,0.09
"2041","091700","파트론",10850,-150,-1.36,1186,9.15,6531,1.66,350,3.23
"2042","038160","팍스넷",862,0,0,NA,NA,1132,0.76,0,0
"2043","032800","판타지오",641,0,0,NA,NA,323,1.98,0,0
"2044","318010","팜스빌",10150,100,1,1093,9.29,6987,1.45,200,1.97
"2045","036580","팜스코",7360,190,2.65,NA,NA,7977,0.92,50,0.68
"2046","027710","팜스토리",2010,-5,-0.25,NA,NA,1454,1.38,25,1.24
"2047","225590","패션플랫폼",1520,-20,-1.3,164,9.27,1474,1.03,0,0
"2048","054300","팬스타엔터프라이즈",962,4,0.42,16,60.13,821,1.17,0,0
"2049","068050","팬엔터테인먼트",8250,-170,-2.02,41,201.22,1756,4.7,0,0
"2050","028670","팬오션",6190,30,0.49,284,21.8,5400,1.15,0,0
