"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1031","068760","셀트리온제약",143500,700,0.49,236,608.05,7674,18.7,0,0
"1032","091990","셀트리온헬스케어",129000,1200,0.94,427,302.11,10816,11.93,0,0
"1033","290690","소룩스",19400,-650,-3.24,935,20.75,3274,5.93,50,0.26
"1034","053110","소리바다",272,-5,-1.81,NA,NA,338,0.8,0,0
"1035","032680","소프트센",1910,-60,-3.05,NA,NA,975,1.96,0,0
"1036","032685","소프트센우",27250,-1550,-5.38,NA,NA,NA,NA,0,0
"1037","258790","소프트캠프",3650,240,7.04,26,140.38,401,9.1,0,0
"1038","066910","손오공",3990,45,1.14,NA,NA,909,4.39,0,0
"1039","043100","솔고바이오",392,0,0,NA,NA,566,0.69,0,0
"1040","336370","솔루스첨단소재",47200,-550,-1.15,113,417.7,3551,13.29,0,0
"1041","33637K","솔루스첨단소재1우",14750,-50,-0.34,NA,NA,NA,NA,0,0
"1042","33637L","솔루스첨단소재2우B",24700,50,0.2,NA,NA,NA,NA,0,0
"1043","154040","솔루에타",4210,-40,-0.94,NA,NA,4924,0.85,0,0
"1044","248070","솔루엠",25650,1200,4.91,1132,22.66,1655,15.5,0,0
"1045","035610","솔본",9520,330,3.59,78,122.05,5130,1.86,0,0
"1046","357780","솔브레인",300800,-2400,-0.79,NA,NA,NA,NA,0,0
"1047","036830","솔브레인홀딩스",42700,0,0,6665,6.41,45837,0.93,850,1.99
"1048","304100","솔트룩스",31250,50,0.16,249,125.5,9100,3.43,0,0
"1049","004430","송원산업",19400,-400,-2.02,1448,13.4,17983,1.08,150,0.77
"1050","086980","쇼박스",4915,-10,-0.2,52,94.52,2247,2.19,50,1.02
"1051","050960","수산아이앤티",42200,3550,9.18,430,98.14,11277,3.74,75,0.18
"1052","017550","수산중공업",6710,130,1.98,3,2236.67,1859,3.61,10,0.15
"1053","084180","수성",2595,220,9.26,NA,NA,1235,2.1,0,0
"1054","253840","수젠텍",18700,250,1.36,NA,NA,1838,10.17,0,0
"1055","058530","슈펙스비앤피",1620,0,0,NA,NA,5410,0.3,0,0
"1056","236200","슈프리마",27650,700,2.6,3650,7.58,18961,1.46,0,0
"1057","317770","슈프리마아이디",18700,350,1.91,397,47.1,12939,1.45,0,0
"1058","094840","슈프리마에이치큐",12900,2550,24.64,821,15.71,13936,0.93,0,0
"1059","192440","슈피겐코리아",63000,1400,2.27,6690,9.42,47368,1.33,1300,2.06
"1060","099440","스맥",1800,30,1.69,NA,NA,3428,0.53,0,0
"1061","053210","스카이라이프",8880,-20,-0.22,1147,7.74,14620,0.61,350,3.94
"1062","033790","스카이문스테크놀로지",829,0,0,NA,NA,1168,0.71,0,0
"1063","131100","스카이이앤엠",1725,-25,-1.43,NA,NA,516,3.34,0,0
"1064","159910","스킨앤스킨",263,0,0,NA,NA,282,0.93,0,0
"1065","158310","스타모빌리티",505,0,0,NA,NA,2426,0.21,0,0
"1066","115570","스타플렉스",5900,-260,-4.22,NA,NA,9954,0.59,80,1.36
"1067","253450","스튜디오드래곤",108000,1400,1.31,941,114.77,15242,7.09,0,0
"1068","204630","스튜디오산타클로스",2970,-5,-0.17,NA,NA,1371,2.17,0,0
"1069","013810","스페코",9260,10,0.11,632,14.65,2614,3.54,0,0
"1070","039670","스포츠서울",7360,0,0,NA,NA,NA,NA,0,0
"1071","049830","승일",23400,1550,7.09,NA,NA,22914,1.02,0,0
"1072","020710","시공테크",6230,340,5.77,786,7.93,5404,1.15,80,1.28
"1073","033170","시그네틱스",1410,35,2.55,NA,NA,1627,0.87,0,0
"1074","048870","시너지이노베이션",3015,-125,-3.98,54,55.83,1153,2.61,0,0
"1075","025320","시노펙스",3810,30,0.79,89,42.81,1142,3.34,0,0
"1076","134790","시디즈",64800,2100,3.35,4655,13.92,16020,4.04,300,0.46
"1077","269620","시스웍",1995,-55,-2.68,37,53.92,732,2.73,40,2.01
"1078","131090","시큐브",1490,0,0,133,11.2,754,1.98,10,0.67
"1079","139050","시티랩스",1160,5,0.43,NA,NA,417,2.78,0,0
"1080","016590","신대양제지",80800,-200,-0.25,13849,5.83,103836,0.78,625,0.77
"1081","290520","신도기연",16900,400,2.42,2258,7.48,7056,2.4,0,0
"1082","029530","신도리코",31550,-150,-0.47,1473,21.42,86372,0.37,1000,3.17
"1083","004970","신라교역",11150,-150,-1.33,645,17.29,32378,0.34,500,4.48
"1084","001000","신라섬유",2700,-5,-0.18,9,300,595,4.54,0,0
"1085","025870","신라에스지",20400,2450,13.65,181,112.71,3963,5.15,0,0
"1086","215600","신라젠",12100,0,0,NA,NA,858,14.1,0,0
"1087","065350","신성델타테크",10050,-50,-0.5,261,38.51,5302,1.9,80,0.8
"1088","011930","신성이엔지",3440,-80,-2.27,15,229.33,704,4.89,0,0
"1089","005390","신성통상",1670,10,0.6,51,32.75,1652,1.01,0,0
"1090","004170","신세계",279500,-4000,-1.41,52658,5.31,398826,0.7,2000,0.72
"1091","035510","신세계 I&C",164000,8000,5.13,6512,25.18,115835,1.42,2000,1.22
"1092","034300","신세계건설",48850,3850,8.56,4379,11.16,49395,0.99,800,1.64
"1093","031430","신세계인터내셔날",206000,-6000,-2.83,10361,19.88,83650,2.46,1100,0.53
"1094","031440","신세계푸드",70800,-400,-0.56,1124,62.99,81369,0.87,750,1.06
"1095","006880","신송홀딩스",5110,-30,-0.58,NA,NA,7609,0.67,80,1.57
"1096","002800","신신제약",8030,170,2.16,141,56.95,3715,2.16,28,0.35
"1097","323280","신영스팩5호",2145,10,0.47,NA,NA,NA,NA,0,0
"1098","344050","신영스팩6호",2080,-15,-0.72,NA,NA,NA,NA,0,0
"1099","005800","신영와코루",103000,0,0,4238,24.3,343727,0.3,1500,1.46
"1100","001720","신영증권",57500,-500,-0.86,2324,24.74,69280,0.83,2500,4.35
"1101","001725","신영증권우",56600,0,0,NA,NA,NA,NA,2550,4.51
"1102","009270","신원",1560,-20,-1.27,19,82.11,2373,0.66,0,0
"1103","009275","신원우",37250,150,0.4,NA,NA,NA,NA,0,0
"1104","017000","신원종합개발",8880,80,0.91,1351,6.57,8649,1.03,0,0
"1105","002700","신일전자",2230,20,0.9,61,36.56,978,2.28,20,0.9
"1106","012790","신일제약",15300,1150,8.13,672,22.77,9044,1.69,150,0.98
"1107","138070","신진에스엠",7740,170,2.25,275,28.15,7926,0.98,70,0.9
"1108","226330","신테카바이오",14800,300,2.07,NA,NA,3505,4.22,0,0
"1109","019170","신풍제약",88900,3000,3.49,35,2540,3782,23.51,0,0
"1110","019175","신풍제약우",87100,3300,3.94,NA,NA,NA,NA,0,0
"1111","002870","신풍제지",4285,160,3.88,709,6.04,1981,2.16,60,1.4
"1112","333050","신한제6호스팩",2080,-10,-0.48,NA,NA,NA,NA,0,0
"1113","366330","신한제7호스팩",2080,10,0.48,NA,NA,NA,NA,0,0
"1114","055550","신한지주",37400,-300,-0.8,7000,5.34,79682,0.47,1850,4.95
"1115","001770","신화실업",36500,750,2.1,793,46.03,28118,1.3,100,0.27
"1116","056700","신화인터텍",3460,-30,-0.86,327,10.58,3315,1.04,50,1.45
"1117","187270","신화콘텍",3480,-25,-0.71,NA,NA,4818,0.72,0,0
"1118","004080","신흥",13300,-200,-1.48,214,62.15,9162,1.45,200,1.5
"1119","243840","신흥에스이씨",48500,350,0.73,2446,19.83,15448,3.14,280,0.58
"1120","108320","실리콘웍스",90000,5100,6.01,2370,37.97,29033,3.1,830,0.92
"1121","222800","심텍",22350,-150,-0.67,NA,NA,6678,3.35,160,0.72
"1122","036710","심텍홀딩스",2650,-20,-0.75,NA,NA,2910,0.91,10,0.38
"1123","160980","싸이맥스",24400,900,3.83,312,78.21,9725,2.51,250,1.02
"1124","356890","싸이버원",17150,-1050,-5.77,588,29.17,2703,6.34,0,0
"1125","217330","싸이토젠",59000,600,1.03,NA,NA,3181,18.55,0,0
"1126","102280","쌍방울",612,1,0.16,NA,NA,1083,0.57,0,0
"1127","003410","쌍용C&E",7610,130,1.74,259,29.38,3566,2.13,42,0.55
"1128","010280","쌍용정보통신",1475,-5,-0.34,32,46.09,1095,1.35,0,0
"1129","003620","쌍용차",2770,0,0,NA,NA,2690,1.03,0,0
"1130","004770","써니전자",3940,-165,-4.02,20,197,1598,2.47,0,0
"1131","208640","썸에이지",3490,-165,-4.51,NA,NA,205,17.02,0,0
"1132","222420","쎄노텍",2170,25,1.17,NA,NA,869,2.5,0,0
"1133","037760","쎄니트",1905,-15,-0.78,62,30.73,2143,0.89,30,1.57
"1134","136510","쎄미시스코",6210,10,0.16,NA,NA,4633,1.34,0,0
"1135","099320","쎄트렉아이",57000,-800,-1.38,992,57.46,8775,6.5,210,0.37
"1136","015540","쎌마테라퓨틱스",6410,0,0,NA,NA,346,18.53,0,0
"1137","049960","쎌바이오텍",19900,-50,-0.25,976,20.39,11022,1.81,600,3.02
"1138","050890","쏠리드",7540,10,0.13,121,62.31,2350,3.21,0,0
"1139","066790","씨씨에스",846,0,0,NA,NA,590,1.43,0,0
"1140","222080","씨아이에스",13500,-400,-2.88,212,63.68,926,14.58,0,0
"1141","004920","씨아이테크",1410,70,5.22,NA,NA,1692,0.83,0,0
"1142","264660","씨앤지하이테크",14300,200,1.42,1432,9.99,8019,1.78,150,1.05
"1143","352700","씨앤투스성진",22350,0,0,NA,NA,1835,12.18,0,0
"1144","297090","씨에스베어링",31850,700,2.25,750,42.47,4781,6.66,0,0
"1145","112610","씨에스윈드",79100,3600,4.77,978,80.88,9360,8.45,460,0.58
"1146","115530","씨엔플러스",839,0,0,NA,NA,222,3.78,0,0
"1147","225330","씨엠에스에듀",6700,80,1.21,330,20.3,2079,3.22,425,6.34
"1148","115480","씨유메디칼",1890,30,1.61,NA,NA,2747,0.69,0,0
"1149","189330","씨이랩",44100,-1250,-2.76,27,1633.33,853,51.7,0,0
"1150","096530","씨젠",167000,27100,19.37,1026,162.77,5815,28.72,100,0.06
"1151","101240","씨큐브",8000,90,1.14,659,12.14,5336,1.5,170,2.13
"1152","060590","씨티씨바이오",7040,260,3.83,NA,NA,3870,1.82,0,0
"1153","260930","씨티케이코스메틱스",10350,-150,-1.43,418,24.76,8938,1.16,300,2.9
"1154","013990","아가방컴퍼니",3660,0,0,NA,NA,4106,0.89,0,0
"1155","123860","아나패스",25950,50,0.19,NA,NA,5451,4.76,100,0.39
"1156","025980","아난티",7530,80,1.07,NA,NA,4451,1.69,0,0
"1157","008700","아남전자",3085,-35,-1.12,12,257.08,748,4.12,0,0
"1158","050320","아래스",990,0,0,NA,NA,60,16.5,0,0
"1159","058220","아리온",275,0,0,NA,NA,523,0.53,0,0
"1160","125210","아모그린텍",14700,-300,-2,109,134.86,2317,6.34,0,0
"1161","002790","아모레G",67000,900,1.36,1444,46.4,35078,1.91,300,0.45
"1162","00279K","아모레G3우(전환)",42200,300,0.72,NA,NA,NA,NA,834,1.98
"1163","002795","아모레G우",22500,0,0,NA,NA,NA,NA,305,1.36
"1164","090430","아모레퍼시픽",257000,-1000,-0.39,3477,73.91,65050,3.95,1000,0.39
"1165","090435","아모레퍼시픽우",83500,300,0.36,NA,NA,NA,NA,1005,1.2
"1166","052710","아모텍",32700,-300,-0.91,37,883.78,20412,1.6,0,0
"1167","074430","아미노로직스",2480,50,2.06,NA,NA,590,4.2,0,0
"1168","092040","아미코젠",40000,1950,5.12,5,8000,6354,6.3,0,0
"1169","083930","아바코",13150,-100,-0.75,1364,9.64,8150,1.61,300,2.28
"1170","149950","아바텍",16900,1200,7.64,499,33.87,8719,1.94,100,0.59
"1171","036010","아비코전자",7710,460,6.34,NA,NA,7706,1,70,0.91
"1172","002030","아세아",115500,500,0.43,25353,4.56,354657,0.33,1750,1.52
"1173","183190","아세아시멘트",112000,5000,4.67,7159,15.64,204892,0.55,1500,1.34
"1174","002310","아세아제지",48250,100,0.21,6860,7.03,65302,0.74,600,1.24
"1175","050860","아세아텍",3575,-35,-0.97,60,59.58,5637,0.63,50,1.4
"1176","246720","아스타",5150,-130,-2.46,NA,NA,1291,3.99,0,0
"1177","067390","아스트",6150,-40,-0.65,NA,NA,7376,0.83,0,0
"1178","127710","아시아경제",2480,0,0,146,16.99,4044,0.61,0,0
"1179","267850","아시아나IDT",21200,-250,-1.17,NA,NA,12737,1.66,500,2.36
"1180","020560","아시아나항공",14950,-50,-0.33,NA,NA,10673,1.4,0,0
"1181","154030","아시아종묘",6000,-90,-1.48,NA,NA,1562,3.84,0,0
"1182","227610","아우딘퓨쳐스",2330,5,0.22,NA,NA,1707,1.36,0,0
"1183","143160","아이디스",28000,1150,4.28,185,151.35,14218,1.97,250,0.89
"1184","054800","아이디스홀딩스",13150,0,0,NA,NA,20285,0.65,200,1.52
"1185","332370","아이디피",8240,-180,-2.14,680,12.12,4385,1.88,0,0
"1186","122900","아이마켓코리아",9280,20,0.22,483,19.21,10185,0.91,600,6.47
"1187","339950","아이비김영",1895,205,12.13,NA,NA,NA,NA,0,0
"1188","099190","아이센스",25050,100,0.4,1723,14.54,14454,1.73,200,0.8
"1189","289010","아이스크림에듀",8140,-80,-0.97,417,19.52,5793,1.41,100,1.23
"1190","214430","아이쓰리시스템",21100,0,0,26,811.54,9715,2.17,70,0.33
"1191","040910","아이씨디",16500,-100,-0.6,701,23.54,8394,1.97,150,0.91
"1192","068940","아이씨케이",4000,110,2.83,NA,NA,475,8.42,0,0
"1193","052860","아이앤씨",4655,155,3.44,339,13.73,3126,1.49,100,2.15
"1194","010780","아이에스동서",57800,2200,3.96,2141,27,35551,1.63,700,1.21
"1195","069920","아이에스이커머스",3860,-35,-0.9,NA,NA,1949,1.98,0,0
"1196","038880","아이에이",1505,-55,-3.53,7,215,236,6.38,0,0
"1197","123010","아이에이네트웍스",2110,10,0.48,NA,NA,222,9.5,0,0
"1198","307180","아이엘사이언스",3430,175,5.38,NA,NA,621,5.52,0,0
"1199","101390","아이엠",1665,165,11,NA,NA,770,2.16,0,0
"1200","090740","아이엠이연이",4670,395,9.24,509,9.17,4372,1.07,50,1.07
"1201","226350","아이엠텍",5350,0,0,NA,NA,11400,0.47,0,0
"1202","078860","아이오케이",1900,10,0.53,NA,NA,2035,0.93,0,0
"1203","114810","아이원스",8810,-480,-5.17,NA,NA,4788,1.84,0,0
"1204","031310","아이즈비전",5110,-100,-1.92,NA,NA,5581,0.92,0,0
"1205","185490","아이진",21250,2600,13.94,NA,NA,1634,13,0,0
"1206","059100","아이컴포넌트",6190,-10,-0.16,NA,NA,4061,1.52,0,0
"1207","262840","아이퀘스트",15000,-100,-0.66,425,35.29,1586,9.46,100,0.67
"1208","175250","아이큐어",41900,2300,5.81,NA,NA,12658,3.31,0,0
"1209","052460","아이크래프트",9560,-350,-3.53,NA,NA,2209,4.33,0,0
"1210","119830","아이텍",8650,-80,-0.92,NA,NA,5276,1.64,0,0
"1211","052770","아이톡시",3180,0,0,NA,NA,501,6.35,0,0
"1212","124500","아이티센",6480,-150,-2.26,21,308.57,1882,3.44,0,0
"1213","084850","아이티엠반도체",45000,700,1.58,2220,20.27,11668,3.86,0,0
"1214","027360","아주IB투자",8270,640,8.39,137,60.36,1412,5.86,35,0.42
"1215","032080","아즈텍WB",2860,160,5.93,231,12.38,4437,0.64,0,0
"1216","013310","아진산업",3865,-40,-1.02,421,9.18,5499,0.7,0,0
"1217","059120","아진엑스텍",7060,-70,-0.98,253,27.91,4198,1.68,100,1.42
"1218","158430","아톤",23700,-100,-0.42,NA,NA,10518,2.25,0,0
"1219","067160","아프리카TV",83200,3400,4.26,3164,26.3,10346,8.04,550,0.66
"1220","001540","안국약품",13650,550,4.2,221,61.76,11366,1.2,220,1.61
"1221","053800","안랩",71800,-3200,-4.27,2204,32.58,20539,3.5,900,1.25
"1222","065660","안트로젠",48600,0,0,NA,NA,7607,6.39,0,0
"1223","297570","알로이스",7140,-20,-0.28,NA,NA,953,7.49,0,0
"1224","001780","알루코",5040,-50,-0.98,NA,NA,2755,1.83,0,0
"1225","260660","알리코제약",12150,450,3.85,1007,12.07,6969,1.74,200,1.65
"1226","131370","알서포트",9500,310,3.37,166,57.23,1163,8.17,20,0.21
"1227","140670","알에스오토메이션",9470,410,4.53,16,591.88,4310,2.2,0,0
"1228","096610","알에프세미",5730,60,1.06,NA,NA,6140,0.93,13,0.23
"1229","061040","알에프텍",7950,-20,-0.25,NA,NA,6140,1.29,0,0
"1230","148250","알엔투테크놀로지",18050,250,1.4,135,133.7,4500,4.01,50,0.28
"1231","347860","알체라",34100,-500,-1.45,NA,NA,997,34.2,0,0
"1232","196170","알테오젠",87700,300,0.34,NA,NA,1679,52.23,0,0
"1233","123750","알톤스포츠",6590,-400,-5.72,NA,NA,1245,5.29,0,0
"1234","085810","알티캐스트",2550,-50,-1.92,NA,NA,2931,0.87,0,0
"1235","117670","알파홀딩스",4475,-50,-1.1,NA,NA,3815,1.17,0,0
"1236","291650","압타머사이언스",21400,200,0.94,NA,NA,924,23.16,0,0
"1237","293780","압타바이오",59300,-600,-1,NA,NA,6907,8.59,0,0
"1238","018250","애경산업",24350,200,0.83,1581,15.4,12817,1.9,450,1.85
"1239","161000","애경유화",11950,150,1.27,966,12.37,11336,1.05,350,2.93
"1240","196300","애니젠",14550,150,1.04,NA,NA,2989,4.87,0,0
"1241","310200","애니플러스",1665,-20,-1.19,NA,NA,1881,0.89,0,0
"1242","205500","액션스퀘어",2295,-70,-2.96,NA,NA,489,4.69,0,0
"1243","052790","액토즈소프트",9360,0,0,1897,4.93,10423,0.9,0,0
"1244","131400","액트",5130,30,0.59,NA,NA,2215,2.32,0,0
"1245","290740","액트로",10050,50,0.5,1484,6.77,7578,1.33,200,1.99
"1246","238090","앤디포스",4385,130,3.06,NA,NA,2185,2.01,0,0
"1247","092600","앤씨앤",4720,-50,-1.05,NA,NA,2028,2.33,0,0
"1248","129890","앱코",25000,0,0,575,43.48,1337,18.7,0,0
"1249","174900","앱클론",29450,250,0.86,179,164.53,2337,12.6,0,0
"1250","255440","야스",14250,-150,-1.04,1256,11.35,11536,1.24,150,1.05
"1251","030960","양지사",12000,-150,-1.23,8787,1.37,11820,1.02,50,0.42
"1252","102120","어보브반도체",13300,-300,-2.21,815,16.32,5175,2.57,200,1.5
"1253","238120","얼라인드",8440,170,2.06,16,527.5,2918,2.89,0,0
"1254","019990","에너토크",10950,2150,24.43,51,214.71,4106,2.67,50,0.46
"1255","011090","에넥스",2365,-35,-1.46,NA,NA,903,2.62,0,0
"1256","041440","에버다임",6010,190,3.26,65,92.46,10599,0.57,40,0.67
"1257","038680","에스넷",7720,-300,-3.74,408,18.92,4474,1.73,120,1.55
"1258","217480","에스디생명공학",4880,25,0.51,NA,NA,4047,1.21,0,0
"1259","121890","에스디시스템",739,0,0,NA,NA,1021,0.72,0,0
"1260","097780","에스맥",1480,40,2.78,NA,NA,950,1.56,0,0
"1261","042110","에스씨디",1655,-5,-0.3,NA,NA,2083,0.79,15,0.91
"1262","298060","에스씨엠생명과학",33750,700,2.12,NA,NA,1704,19.81,0,0
"1263","065420","에스아이리소스",639,0,0,NA,NA,178,3.59,0,0
"1264","103230","에스앤더블류",2505,0,0,NA,NA,5410,0.46,0,0
"1265","101490","에스앤에스텍",34550,100,0.29,528,65.44,4489,7.7,50,0.14
"1266","095910","에스에너지",5930,-60,-1,NA,NA,7431,0.8,50,0.84
"1267","275630","에스에스알",6360,-70,-1.09,194,32.78,4265,1.49,0,0
"1268","031330","에스에이엠티",2920,-5,-0.17,380,7.68,2383,1.23,140,4.79
"1269","060540","에스에이티",2640,-20,-0.75,355,7.44,3231,0.82,50,1.89
"1270","056190","에스에프에이",41500,-500,-1.19,3939,10.54,24380,1.7,1056,2.54
"1271","080000","에스엔유",4195,60,1.45,226,18.56,3362,1.25,0,0
"1272","005850","에스엘",24600,-200,-0.81,1979,12.43,28224,0.87,400,1.63
"1273","041510","에스엠",30350,-350,-1.14,NA,NA,18944,1.6,0,0
"1274","007820","에스엠코어",7620,-60,-0.78,229,33.28,3919,1.94,70,0.92
"1275","109610","에스와이",3705,5,0.14,NA,NA,3489,1.06,0,0
"1276","012750","에스원",81700,100,0.12,4337,18.84,34937,2.34,2500,3.06
"1277","306040","에스제이그룹",24650,-250,-1,1824,13.51,7047,3.5,400,1.62
"1278","080440","에스제이케이",498,0,0,NA,NA,997,0.5,0,0
"1279","096630","에스코넥",2280,0,0,NA,NA,1383,1.65,0,0
"1280","069510","에스텍",11150,50,0.45,2045,5.45,14115,0.79,600,5.38
"1281","041910","에스텍파마",11250,250,2.27,1304,8.63,8633,1.3,100,0.89
"1282","234300","에스트래픽",8790,200,2.33,NA,NA,1967,4.47,0,0
"1283","039440","에스티아이",19800,0,0,1529,12.95,10548,1.88,250,1.26
"1284","098660","에스티오",2900,130,4.69,270,10.74,2810,1.03,120,4.14
"1285","052020","에스티큐브",10150,150,1.5,NA,NA,1029,9.86,0,0
"1286","237690","에스티팜",89900,9400,11.68,NA,NA,16132,5.57,0,0
"1287","050760","에스폴리텍",5390,-80,-1.46,684,7.88,3429,1.57,50,0.93
"1288","288620","에스퓨얼셀",33200,400,1.22,263,126.24,5422,6.12,50,0.15
"1289","317830","에스피시스템스",7300,0,0,212,34.43,3737,1.95,20,0.27
"1290","058610","에스피지",9300,160,1.75,370,25.14,6336,1.47,100,1.08
"1291","043340","에쎈테크",1275,25,2,NA,NA,385,3.31,0,0
"1292","023960","에쓰씨엔지니어링",4625,-140,-2.94,NA,NA,994,4.65,0,0
"1293","298690","에어부산",3685,-15,-0.41,NA,NA,1862,1.98,0,0
"1294","054630","에이디칩스",1530,-20,-1.29,NA,NA,683,2.24,0,0
"1295","200710","에이디테크놀로지",25700,-550,-2.1,803,32,5518,4.66,0,0
"1296","096690","에이루트",6390,-100,-1.54,350,18.26,13630,0.47,0,0
"1297","078520","에이블씨엔씨",7550,40,0.53,NA,NA,9140,0.83,0,0
"1298","298380","에이비엘바이오",21050,200,0.96,NA,NA,2914,7.22,0,0
"1299","195990","에이비프로바이오",816,9,1.12,NA,NA,731,1.12,0,0
"1300","003800","에이스침대",44350,500,1.14,4130,10.74,42247,1.05,1100,2.48
"1301","088800","에이스테크",19950,250,1.27,NA,NA,2275,8.77,0,0
"1302","241840","에이스토리",45900,1750,3.96,NA,NA,4143,11.08,0,0
"1303","138360","에이씨티",4480,0,0,NA,NA,1588,2.82,0,0
"1304","039230","에이아이비트",181,0,0,NA,NA,483,0.37,0,0
"1305","312610","에이에프더블류",9680,70,0.73,307,31.53,3523,2.75,100,1.03
"1306","015260","에이엔피",1450,0,0,NA,NA,4707,0.31,0,0
"1307","102210","에이치디",312,-788,-71.64,NA,NA,1517,0.21,0,0
"1308","072990","에이치시티",14200,-250,-1.73,874,16.25,7129,1.99,30,0.21
"1309","176440","에이치엔티",1920,0,0,NA,NA,695,2.76,0,0
"1310","028300","에이치엘비",35900,500,1.41,NA,NA,1920,18.7,0,0
"1311","067630","에이치엘비생명과학",10950,200,1.86,NA,NA,3547,3.09,0,0
"1312","047920","에이치엘비제약",15850,-100,-0.63,34,466.18,1293,12.26,0,0
"1313","043220","에이치엘비파워",1065,10,0.95,15,71,425,2.51,0,0
"1314","239610","에이치엘사이언스",43150,550,1.29,3722,11.59,15065,2.86,400,0.93
"1315","353070","에이치엠씨제4호스팩",2170,30,1.4,NA,NA,NA,NA,0,0
"1316","353060","에이치엠씨제5호스팩",2040,0,0,NA,NA,NA,NA,0,0
"1317","044780","에이치케이",2015,-10,-0.49,45,44.78,2642,0.76,0,0
"1318","071670","에이테크솔루션",15950,-200,-1.24,145,110,7007,2.28,0,0
"1319","045660","에이텍",42050,3100,7.96,789,53.3,9141,4.6,100,0.24
"1320","224110","에이텍티앤",45300,6200,15.86,480,94.38,9164,4.94,0,0
"1321","230980","에이트원",7700,130,1.72,NA,NA,841,9.16,0,0
"1322","021080","에이티넘인베스트",6540,-10,-0.15,141,46.38,1660,3.94,50,0.76
"1323","089530","에이티세미콘",347,-7,-1.98,NA,NA,444,0.78,0,0
"1324","200470","에이팩트",6800,-100,-1.45,239,28.45,3459,1.97,0,0
"1325","073070","에이팸",2035,0,0,NA,NA,2250,0.9,0,0
"1326","262260","에이프로",40800,-200,-0.49,1543,26.44,3866,10.55,0,0
"1327","109960","에이프로젠 H&G",718,4,0.56,NA,NA,1178,0.61,0,0
"1328","007460","에이프로젠 KIC",2105,35,1.69,86,24.48,1973,1.07,0,0
"1329","003060","에이프로젠제약",1170,20,1.74,NA,NA,968,1.21,0,0
"1330","244920","에이플러스에셋",9410,510,5.73,610,15.43,2262,4.16,15,0.16
"1331","089970","에이피티씨",26500,0,0,656,40.4,2561,10.35,0,0
"1332","230240","에치에프알",22750,150,0.66,86,264.53,6753,3.37,0,0
"1333","064510","에코마이스터",1475,55,3.87,NA,NA,855,1.73,0,0
"1334","230360","에코마케팅",26250,-50,-0.19,975,26.92,3293,7.97,670,2.55
"1335","038870","에코바이오",8410,20,0.24,620,13.56,5355,1.57,0,0
"1336","128540","에코캡",4075,-80,-1.93,76,53.62,4556,0.89,0,0
"1337","086520","에코프로",59500,-700,-1.16,946,62.9,12226,4.87,300,0.5
"1338","247540","에코프로비엠",165700,-700,-0.42,1750,94.69,18010,9.2,150,0.09
"1339","038110","에코플라스틱",3260,30,0.93,NA,NA,4274,0.76,30,0.92
"1340","073540","에프알텍",4960,255,5.42,NA,NA,2742,1.81,0,0
"1341","064850","에프앤가이드",11750,-1000,-7.84,286,41.08,3067,3.83,70,0.6
"1342","064090","에프앤리퍼블릭",255,-52,-16.94,NA,NA,423,0.6,0,0
"1343","036810","에프에스티",28950,-550,-1.86,1002,28.89,5592,5.18,80,0.28
"1344","173940","에프엔씨엔터",5990,-10,-0.17,NA,NA,4622,1.3,0,0
"1345","083500","에프엔에스테크",12500,300,2.46,202,61.88,6180,2.02,0,0
"1346","054940","엑사이엔씨",1615,-50,-3,NA,NA,1570,1.03,0,0
"1347","205100","엑셈",5010,-10,-0.2,143,35.03,1958,2.56,0,0
"1348","070300","엑스큐어",4810,0,0,175,27.49,3165,1.52,0,0
"1349","092870","엑시콘",15500,150,0.98,NA,NA,7266,2.13,65,0.42
"1350","317870","엔바이오니아",10350,300,2.99,159,65.09,2897,3.57,0,0
"1351","067570","엔브이에이치코리아",5160,195,3.93,364,14.18,4904,1.05,50,0.97
"1352","236810","엔비티",29050,3100,11.95,159,182.7,NA,NA,0,0
"1353","333620","엔시스",28000,-1500,-5.08,249,112.45,607,46.13,0,0
"1354","101400","엔시트론",910,-3,-0.33,NA,NA,580,1.57,0,0
"1355","036570","엔씨소프트",899000,31000,3.57,17387,51.71,113836,7.9,5220,0.58
"1356","217820","엔에스",10200,150,1.49,693,14.72,3288,3.1,80,0.78
"1357","138250","엔에스쇼핑",13150,100,0.77,NA,NA,12609,1.04,150,1.14
"1358","031860","엔에스엔",1560,-45,-2.8,NA,NA,952,1.64,0,0
"1359","310840","엔에이치스팩13호",2120,0,0,NA,NA,NA,NA,0,0
"1360","353190","엔에이치스팩16호",2180,0,0,NA,NA,NA,NA,0,0
"1361","359090","엔에이치스팩17호",2085,-15,-0.71,NA,NA,NA,NA,0,0
"1362","365590","엔에이치스팩18호",2090,0,0,NA,NA,NA,NA,0,0
"1363","265740","엔에프씨",17200,0,0,991,17.36,2829,6.08,0,0
"1364","354200","엔젠바이오",16550,900,5.75,NA,NA,398,41.58,0,0
"1365","208860","엔지스테크널러지",2205,0,0,NA,NA,955,2.31,0,0
"1366","183490","엔지켐생명과학",124300,-2000,-1.58,NA,NA,9036,13.76,0,0
"1367","085310","엔케이",1345,10,0.75,NA,NA,1121,1.2,0,0
"1368","182400","엔케이맥스",17700,500,2.91,NA,NA,3408,5.19,0,0
